ID,Restaurant,Address,Time,Price,District,Lowest_price,Highest_price,Average_price
1257,Cháo Dinh Dưỡng - Bông Sao,"78 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,10.000 - 40.000,Quận 8,10000,40000,25000.0
1258,Cơm Chay Thuận Ý,"84 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",07:00 - 20:00,30.000 - 50.000,Quận 8,30000,50000,40000.0
1259,Mì Quảng 3 Anh Em - Nguyễn Thị Tần,"90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 21:30,20.000 - 50.000,Quận 8,20000,50000,35000.0
1260,Quán Chay Pháp Hoa - Bông Sao,"139 Bông Sao, P. 5, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 20.000,Quận 8,15000,20000,17500.0
1261,Phượng 22F - Bún Riêu & Canh Bún,"22F Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 18:00,25.000 - 45.000,Quận 8,25000,45000,35000.0
1262,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",09:00 - 19:00,25.000 - 47.000,Quận 8,25000,47000,36000.0
1263,Cô Ba Chân Gà - Shop Online,"263A/18 Ba Đình, P. 8, Quận 8, TP. HCM",00:00 - 00:00,70.000 - 400.000,Quận 8,70000,400000,235000.0
1264,Thằng Bờm - Bún Đậu Mắm Tôm - Phạm Hùng,"320 Phạm Hùng, P. 5, Quận 8, TP. HCM",00:00 - 00:00,25.000 - 55.000,Quận 8,25000,55000,40000.0
1265,The Pizza Company - Quốc Lộ 50,"310 - 312 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",00:00 - 00:00,100.000 - 300.000,Quận 8,100000,300000,200000.0
1266,Quán Phở Thanh,"2A Đỗ Ngọc Quang, P. 4, Quận 8, TP. HCM",06:30 - 12:30 | 17:00 - 21:00,28.000 - 40.000,Quận 8,28000,40000,34000.0
1267,Lotteria - Dương Bá Trạc,"111 Dương Bá Trạc, Quận 8, TP. HCM",08:00 - 21:00,30.000 - 88.000,Quận 8,30000,88000,59000.0
1268,Quán Chay Hội Ngộ - Hồ Thành Biên,"15 Hồ Thành Biên, P. 4, Quận 8, TP. HCM",06:30 - 19:00,10.000 - 25.000,Quận 8,10000,25000,17500.0
1269,Hồng Ký - Hủ Tíu Mì Hoành Thánh & Mì Vịt Tiềm,"362 Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 12:00 | 15:00 - 23:59,40.000 - 100.000,Quận 8,40000,100000,70000.0
1270,Hoàng Ty - Đặc Sản Trảng Bàng - Tạ Quang Bửu,"821 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 8,40000,100000,70000.0
1271,Ghiền Chè Bưởi - Shop Online,"311/36 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 35.000,Quận 8,5000,35000,20000.0
1272,Bếp Nhà Xoài - Nguyễn Văn Của,"41 Nguyễn Văn Của, P. 13, Quận 8, TP. HCM",07:00 - 12:00 | 17:00 - 20:30,22.000 - 50.000,Quận 8,22000,50000,36000.0
1273,Bánh Tráng Dẻo Nyny - Trần Văn Thành,"11/16 Trần Văn Thành, P. 8, Quận 8, TP. HCM",03:00 - 19:00,5.000 - 13.000,Quận 8,5000,13000,9000.0
1274,Lam Thiên Yến - Yến Tươi Chưng Nóng - Phạm Đức Sơn,"192A Phạm Đức Sơn, P. 16, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1275,Tiệm Bánh Susan Bakery,"42A Đường 783 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",07:00 - 23:59,70.000 - 400.000,Quận 8,70000,400000,235000.0
1276,Hủ Tiếu Nam Vang A Huy - Cao Lỗ,"35/9C Đường Cao Lỗ, P. 4, Quận 8, TP. HCM",06:00 - 10:00,11.000 - 63.000,Quận 8,11000,63000,37000.0
1277,Bánh Cuốn Đồng Diều - Bánh Cuốn Nóng & Bánh Ướt - 54 Phạm Nhữ Tăng,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,0,0,0.0
1278,Bún Chả Cá Quy Nhơn - Phạm Thế Hiển,"562 Phạm Thế Hiển, Quận 8, TP. HCM",07:00 - 20:30,20.000 - 30.000,Quận 8,20000,30000,25000.0
1279,Ái Hồng - Nui Mì & Cơm Xào Bò,"95 Nguyễn Chế Nghĩa, P. 12, Quận 8, TP. HCM",06:00 - 11:30,20.000 - 30.000,Quận 8,20000,30000,25000.0
1280,Quán Cơm Chiên 180,"152A/9 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 21:55,15.000 - 60.000,Quận 8,15000,60000,37500.0
1281,Phở Nị & Bò Kho,"726 Hưng Phú, Quận 8, TP. HCM",06:50 - 23:59,35.000 - 45.000,Quận 8,35000,45000,40000.0
1282,Lò Bánh Mì & Heo Quay A Nhiều 2,"244 Dương Bá Trạc, Quận 8, TP. HCM",05:00 - 15:00,3.000 - 40.000,Quận 8,3000,40000,21500.0
1283,Cơm Gà Xối Mỡ 142 - Ba Đình,"142 Ba Đình, P. 10, Quận 8, TP. HCM",00:00 - 00:00,20.000 - 55.000,Quận 8,20000,55000,37500.0
1284,Phở 25 - Chi Nhánh Q8,"53 Dương Quang Đông (Đường 1011 Cũ), P. 5, Quận 8, TP. HCM",06:00 - 13:00 | 16:00 - 22:00,30.000 - 50.000,Quận 8,30000,50000,40000.0
1285,Chị Gà - Cơm Tấm - Phạm Thế Hiển,"1873/21 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",07:00 - 10:00,0 - 0,Quận 8,0,0,0.0
1286,Quán Bún Riêu & Canh Bún - Phạm Thế Hiển,"1556 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,0,0,0.0
1287,Cháo Dinh Dưỡng Panda - Đặng Chất,"12 Đặng Chất, P. 3, Quận 8, TP. HCM",06:00 - 17:45,13.000 - 35.000,Quận 8,13000,35000,24000.0
1288,Gỏi Cuốn & Bánh Mì Hấp 85,"85 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 17:10,7.000 - 45.000,Quận 8,7000,45000,26000.0
1289,Giò Chả Phương Anh,"100A/12 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 19:00,30.000 - 55.000,Quận 8,30000,55000,42500.0
1290,Thanh Thủy - Cơm Tấm - Dương Bạch Mai,"138/2 Dương Bạch Mai, P. 5, Quận 8, TP. HCM",07:00 - 23:59,25.000 - 40.000,Quận 8,25000,40000,32500.0
1291,Bayon - Hủ Tiếu Nam Vang - Bùi Minh Trực,"208 Bùi Minh Trực, P. 5, Quận 8, TP. HCM",06:00 - 22:00,28.000 - 45.000,Quận 8,28000,45000,36500.0
1292,Bánh Tráng Gây Nghiện,"1/114 Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",00:00 - 23:59,7.000 - 35.000,Quận 8,7000,35000,21000.0
1293,Cháo Dinh Dưỡng Việt Soup - Nguyễn Thị Tần,"23F' Hẻm 101 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",05:30 - 22:00,20.000 - 40.000,Quận 8,20000,40000,30000.0
1294,Gỏi Cuốn 240 - Gỏi Cuốn - 240/11 Dương Bá Trạc,"240/11 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1295,Chong Chóng Bakery - Bánh Ngon Nhà Làm - Hưng Phú,"782 Hưng Phú, P. 10, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 25.000,Quận 8,10000,25000,17500.0
1296,Bảo Phương - Bánh Mì Doner Kebab - Dương Bá Trạc,"306 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 21:59,20.000 - 20.000,Quận 8,20000,20000,20000.0
1297,Bửu Ký Mì Gia,"1434H Phạm Thế Hiển, P. 5, Quận 8, TP. HCM",06:00 - 11:30 | 16:00 - 20:50,25.000 - 30.000,Quận 8,25000,30000,27500.0
1298,Gà Mơ - Gà Rán & Bánh Gạo - Phạm Hùng,"13/20a Phạm Hùng, P. 4, Quận 8, TP. HCM",08:00 - 21:30,10.000 - 50.000,Quận 8,10000,50000,30000.0
1299,Oanh - Cơm Tấm & Bún Thịt Nướng,"788 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 14:00,20.000 - 25.000,Quận 8,20000,25000,22500.0
1300,Mì Quảng 3 Anh Em - Phạm Hùng,"322 Phạm Hùng, P. 4, Quận 8, TP. HCM",07:00 - 21:00,30.000 - 50.000,Quận 8,30000,50000,40000.0
1301,Kem Nhãn Công Thành,"231/43 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 60.000,Quận 8,15000,60000,37500.0
1302,Quán Cơm Lê Nhung - Đường Số 6,"23 Đường Số 6, P. 6, Quận 8, TP. HCM",07:07 - 20:55,25.000 - 55.000,Quận 8,25000,55000,40000.0
1303,"Ăn Vặt CƯỜNG NGÂN - Xoài Cóc Non, Chân Gà & Bánh Tráng","146 Đường Võ Trứ, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1304,Cơm Tấm & Bún Thịt Nướng - Mai Anh,"258/70 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,0,0,0.0
1305,Bảo Phương - Bánh Mì Doner Kebab - 288 Dương Bá Trạc,"288 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 21:59,16.000 - 25.000,Quận 8,16000,25000,20500.0
1306,Quán Cơm Cô Thủy,"27 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 20:30 | 09:00 - 21:00,25.000 - 250.000,Quận 8,25000,250000,137500.0
1307,Cô Hằng - Rau Câu Dừa,"304/138B Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 22:00,5.000 - 20.000,Quận 8,5000,20000,12500.0
1308,Huy Ký Mì Gia - Hưng Phú,"730 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 10:00 | 15:00 - 21:00,10.000 - 40.000,Quận 8,10000,40000,25000.0
1309,Xúc Xích Đức Anh Ba Tây - Dương Bá Trạc,"174 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 08:40 | 15:00 - 20:40,25.000 - 190.000,Quận 8,25000,190000,107500.0
1310,Cơm Tấm Gia Bảo - Cơm Sườn Bì Chả,"226 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:30 - 20:00,20.000 - 40.000,Quận 8,20000,40000,30000.0
1311,Bánh Dừa Cadé Chú Lợi,"775 Hưng Phú, P. 9, Quận 8, TP. HCM",06:30 - 20:00,5.000 - 10.000,Quận 8,5000,10000,7500.0
1312,Bếp Nhà Bao Tiểu Thư - Cơm & Bánh Tằm Bì,"43 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",07:29 - 19:59,25.000 - 35.000,Quận 8,25000,35000,30000.0
1313,Bánh Tét Anh Đào - Shop Online,"129 Nguyễn Duy, P. 9, Quận 8, TP. HCM",07:00 - 20:30,15.000 - 150.000,Quận 8,15000,150000,82500.0
1314,A Tài - Bánh Mì Heo Quay,"75B Dương Bá Trạc, P. 1, Quận 8, TP. HCM",07:00 - 22:00,25.000 - 25.000,Quận 8,25000,25000,25000.0
1315,Phở Dũng - Phạm Thế Hiển,"811 Phạm Thế Hiển, P.4, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1316,Cá Viên Chiên Mắm Tỏi & Ăn Vặt - Ăn Ngon Không Mập,"154/170/26c Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 23:59,20.000 - 100.000,Quận 8,20000,100000,60000.0
1317,Khô Gà Lá Chanh HCM - Âu Dương Lân - Shop Online,"154/83/26D Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 22:00,50.000 - 280.000,Quận 8,50000,280000,165000.0
1318,Quán Ngon Trảng Bàng - Võ Văn Kiệt,"15 Võ Văn Kiệt, P. 16, Quận 8, TP. HCM",07:00 - 21:00,20.000 - 400.000,Quận 8,20000,400000,210000.0
1319,Diệu Bún Gạo Xào Chay & Bánh Uớt Chay,"139/27 Dạ Nam, P. 3, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,0,0,0.0
1320,Xôi Xéo Hà Nội,"82 Đ. Châu Thị Hóa, P. 4, Quận 8, TP. HCM",07:00 - 19:00,10.000 - 35.000,Quận 8,10000,35000,22500.0
1321,Ăn Vặt A Dìn - Nguyễn Duy,"40N/3 Nguyễn Duy, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1322,Bánh Cuốn 72,"120 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",06:00 - 21:00,18.000 - 28.000,Quận 8,18000,28000,23000.0
1323,Sữa Chua Trân Châu Hạ Long - Tùng Thiện Vương,"345 Tùng Thiện Vương, P. 12, Quận 8, TP. HCM",08:00 - 22:00,15.000 - 30.000,Quận 8,15000,30000,22500.0
1324,Hủ Tiếu Nam Vang Liến Húa - Đào Cam Mộc,"135 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",06:00 - 21:00,25.000 - 60.000,Quận 8,25000,60000,42500.0
1325,Mosi Mosi - Mì Cay & Ăn Vặt - Tuy Lý Vương,"108 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",08:00 - 21:59,10.000 - 90.000,Quận 8,10000,90000,50000.0
1326,Cơm Chay Diệu Hiền,"133 Bông Sao, P. 5, Quận 8, TP. HCM",07:00 - 22:00,15.000 - 20.000,Quận 8,15000,20000,17500.0
1327,Bánh Bao Thọ Phát - Âu Dương Lân,"192 Âu Dương Lân , P. 3, Quận 8, TP. HCM",05:45 - 21:00,10.000 - 140.000,Quận 8,10000,140000,75000.0
1328,Bánh Xèo Cô 9 - Bún Mắm Nêm & Bún Chả Ram Tôm Đất,"17 Đường Số 9, P. 4, Quận 8, TP. HCM",00:00 - 00:00,19.000 - 79.000,Quận 8,19000,79000,49000.0
1329,Bánh Mì Ơi - 158 Cao Lỗ,"158 Cao Lỗ, P. 4, Quận 8, TP. HCM",07:00 - 17:00,15.000 - 45.000,Quận 8,15000,45000,30000.0
1330,Phở Hiền - Phạm Thể Hiển,"592 Đường Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 39.000,Quận 8,5000,39000,22000.0
1331,Thành Đạt - Hủ Tiếu Nam Vang - Quốc Lộ 50,"272 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",00:00 - 23:59,35.000 - 40.000,Quận 8,35000,40000,37500.0
1332,Kim Sơn - Bánh Mì & Xôi,"327C Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",05:30 - 23:59,17.000 - 17.000,Quận 8,17000,17000,17000.0
1333,Cơm Gà Hòa Bình - Phạm Thế Hiển,"280G Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",00:00 - 00:00,49.000 - 159.000,Quận 8,49000,159000,104000.0
1334,Cháo dinh dưỡng - Việt Soup - Bông Sao,"63 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,0 - 0,Quận 8,0,0,0.0
1335,"Liến Húa - Hủ Tiếu Nam Vang, Há Cảo & Xíu Mại","Chung Cư Green River - Lô A, 2225 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 8,50000,100000,75000.0
1336,Ánh Bán Bánh - Bánh Kem & Bánh Bông Lan Trứng Muối,"E1 0.03 Chung Cư Him Lam Nam Khánh, Dương Quang Đông, P. 5, Quận 8, TP. HCM",07:00 - 21:00,10.000 - 100.000,Quận 8,10000,100000,55000.0
1337,"Ẩm Thực Chay Sen Vàng - Cơm Chay, Lẩu Chay & Hủ Tiếu Chay - Tạ Quang Bửu","677 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",06:20 - 16:00 | 16:10 - 23:00,30.000 - 60.000,Quận 8,30000,60000,45000.0
1338,Bếp Bà Ngân Kimbap - Trà Sữa,"413 Nguyễn Duy, P. 10, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1339,Cơm 157 - Hưng Phú,"157A1 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 15:00,35.000 - 40.000,Quận 8,35000,40000,37500.0
1340,Tiệm Gà Ủ Muối Chính Hiệu & Thế Giới Viên Chiên Thả Lẩu - 84 Cao Lỗ,"79C Đường 84 Cao Lỗ, P. 4, Quận 8, TP. HCM",00:00 - 23:59,20.000 - 250.000,Quận 8,20000,250000,135000.0
1341,HOHOMEI Điểm Tâm - Mì Gia - Tạ Quang Bửu,"906 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",06:30 - 13:00 | 17:00 - 21:00,15.000 - 150.000,Quận 8,15000,150000,82500.0
1342,Cơm Gà Ngon - Âu Dương Lân,"104 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 20:50,25.000 - 40.000,Quận 8,25000,40000,32500.0
1343,Canh Bún & Bún Riêu Bạch Tuộc,"8K Nguyễn Thị Tần, Quận 8, TP. HCM",07:00 - 10:00,15.000 - 30.000,Quận 8,15000,30000,22500.0
1344,Ăn Vặt Quận 8 - Khô Bò & Khô Gà - Phạm Thế Hiển,"1917/44 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0,0,0.0
1345,Thiên Ân - Bánh Mì Hà Nội,"771B Hưng Phú, P. 9, Quận 8, TP. HCM",05:30 - 23:00,10.000 - 350.000,Quận 8,10000,350000,180000.0
1346,AN FOOD 2 - Gà Ủ Muối Hoa Tiêu & Chân Gà Ủ Muối - Phạm Thế Hiển,"51B/30 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM",00:01 - 23:59,50.000 - 200.000,Quận 8,50000,200000,125000.0
1347,Bún Bò Huế 67 - Bún Bò - 67 Bùi Điền,"67 Bùi Điền, P. 4, Quận 8, TP. HCM",06:30 - 20:00,27.000 - 30.000,Quận 8,27000,30000,28500.0
1348,Bún Cá Châu Đốc 77,"875 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:00 - 22:30,25.000 - 30.000,Quận 8,25000,30000,27500.0
1349,MẸ RI - MÌ Trộn INDOMIE,"34 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 18:00,10.000 - 269.000,Quận 8,10000,269000,139500.0
1350,Bánh Cuốn Âu Lạc - Liên Tỉnh 5,"105 Liên Tỉnh 5, P. 5, Quận 8, TP. HCM",06:00 - 21:00,0 - 0,Quận 8,0,0,0.0
1351,Hưng Thúy - Bánh Mì Hà Nội,"363 Hưng Phú, P. 9, Quận 8, TP. HCM",00:00 - 23:59,10.000 - 450.000,Quận 8,10000,450000,230000.0
1352,Bún Thịt Nướng Anh Thư - Bún Nem Nướng - Bông Sao,"104 Bông Sao, P. 5, Quận 8, TP. HCM",05:00 - 13:30,0 - 0,Quận 8,0,0,0.0
1353,Cơm Tấm Ngô Quyền - Hiệp Phú,"3 Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",07:00 - 21:00,25.000 - 60.000,Quận 9,25000,60000,42500.0
1354,Essence - Cake & Coffee,"184 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",06:00 - 22:00,8.000 - 42.000,Quận 9,8000,42000,25000.0
1355,Thiên Phát - Bánh Mì Bình Định - Quang Trung,"64A Quang Trung, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,12.000 - 130.000,Quận 9,12000,130000,71000.0
1356,Long Ngon - Bánh Tráng Trộn,"82 Đường Số 21, P. Phước Long A, Quận 9, TP. HCM",00:00 - 00:00,10.000 - 30.000,Quận 9,10000,30000,20000.0
1357,Snack To Go - Ăn Vặt Văn Phòng - Đường Số 1,"Chung Cư Sky9, 61 - 63 Đường Số 1, P. Phú hữu, Quận 9, TP. HCM",08:00 - 20:00,12.000 - 50.000,Quận 9,12000,50000,31000.0
1358,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,40000,60000,50000.0
1359,Lẩu Bò Hương Quê - Quang Trung,"93/8 Quang Trung, P. Hiệp Phú, Quận 9, TP. HCM",00:00 - 00:00,100.000 - 400.000,Quận 9,100000,400000,250000.0
1360,Quán Cơm Nguyễn Trực - Tăng Nhơn Phú,"263 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,25.000 - 30.000,Quận 9,25000,30000,27500.0
1361,"Hùng Béo - Hủ Tiếu, Mì Xào & Cơm Trưa - Ngô Quyền","5A Ngô Quyền, Khu Phố 2, P. Hiệp Phú, Quận 9, TP. HCM",00:00 - 00:00,25.000 - 35.000,Quận 9,25000,35000,30000.0
1362,Cơm Cháy Kho Quẹt Nhà Bơ,"250 Đỗ Xuân Hợp, P. Phước Long A, Quận 9, TP. HCM",00:00 - 00:00,15.000 - 50.000,Quận 9,15000,50000,32500.0
1363,Lò Quay Văn Anh - Chân Giò Rút Xương & Gà Nướng Muối Ớt,"24B Tây Hòa, P. Phước Long A, Quận 9, TP. HCM",00:00 - 00:00,180.000 - 500.000,Quận 9,180000,500000,340000.0
1364,Quán Phở Tín 2 - Ngô Quyền,"52B Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",06:00 - 12:00 | 16:00 - 21:00,40.000 - 80.000,Quận 9,40000,80000,60000.0
1365,Nhi Nhi - Bún Thịt Nướng & Bánh Mì Xíu Mại,"7 Trương Văn Hải, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,25.000 - 40.000,Quận 9,25000,40000,32500.0
1366,Nhà Mẹt - Bún Đậu & Mì Trộn Lòng Đào,"168 Nam Hòa, P. Phước Long A, Quận 9, TP. HCM",00:00 - 00:00,2.000 - 130.000,Quận 9,2000,130000,66000.0
1367,Bún Đậu Tôn Đào - Ehome S,"Tầng Trệt, C015 Block C, Tầng Trệt 15 Ehome S, Đường 2A, P. Phú Hữu, Quận 9, TP. HCM",00:00 - 00:00,8.000 - 90.000,Quận 9,8000,90000,49000.0
1368,Vati - Cơm Văn Phòng & Ăn Vặt - Shop Online,"73/45/7 Đình Phong Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,5.000 - 40.000,Quận 9,5000,40000,22500.0
1369,"Baby Chicken - Gà Rán, Khoai Tây Chiên & Khoai Lang Lắc - Shop Online","1063A Nguyễn Xiển, P. Long Bình, Quận 9, TP. HCM",00:00 - 00:00,10.000 - 30.000,Quận 9,10000,30000,20000.0
1370,Cơm Tấm Ngô Quyền - Hiệp Phú,"3 Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",07:00 - 21:00,25.000 - 60.000,Quận 9,25000,60000,42500.0
1371,Quán Phở Tín 2 - Ngô Quyền,"52B Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",06:00 - 12:00 | 16:00 - 21:00,40.000 - 80.000,Quận 9,40000,80000,60000.0
1372,"Bún Bò Yến - Bún Bò, Bò Kho & Bún Riêu - Tăng Nhơn Phú","101 Tăng Nhơn Phú, P. Phước Long B, Quận 9, TP. HCM",06:00 - 13:30,0 - 0,Quận 9,0,0,0.0
1373,Bún Bò 155 - Lã Xuân Oai,"155 Lã Xuân Oai, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",00:00 - 00:00,30.000 - 55.000,Quận 9,30000,55000,42500.0
1374,Bún Đậu Mắm Tôm H-Famil - 464 Lê Văn Việt,"464 Lê Văn Việt, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",09:30 - 22:00,25.000 - 65.000,Quận 9,25000,65000,45000.0
1375,Điểm Tâm 86 - Hủ Tiếu & Bò Kho,"86 Đường Số 8, P. Phước Bình, Quận 9, TP. HCM",00:00 - 00:00,20.000 - 40.000,Quận 9,20000,40000,30000.0
1376,Tiệm Bánh Chuối Nhà Làm - Đường 13,"98 Đường 13, P. Phước Bình, Quận 9, TP. HCM",08:00 - 17:00,50.000 - 120.000,Quận 9,50000,120000,85000.0
1377,Trùm Bún Đậu - Bún Đậu Mắm Tôm - Đường 109,"22B Đường 109, P. Phước Long B, Quận 9, TP. HCM",08:00 - 22:00,0 - 0,Quận 9,0,0,0.0
1378,Cơm Gà Xối Nước Mắm Song Anh - Đường D3,"10 Đường D3, KDC Kiến Á, P. Phước Long B, Quận 9, TP. HCM",07:00 - 13:00,10.000 - 500.000,Quận 9,10000,500000,255000.0
1379,Essence - Cake & Coffee,"184 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",06:00 - 22:00,8.000 - 42.000,Quận 9,8000,42000,25000.0
1380,Snack To Go - Ăn Vặt Văn Phòng - Đường Số 1,"Chung Cư Sky9, 61 - 63 Đường Số 1, P. Phú hữu, Quận 9, TP. HCM",08:00 - 20:00,12.000 - 50.000,Quận 9,12000,50000,31000.0
1381,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,40000,60000,50000.0
1382,Bún Đậu Mắm Tôm H-Famil - Lê Văn Việt,"136 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM",09:00 - 21:30,30.000 - 60.000,Quận 9,30000,60000,45000.0
1383,Bánh Mì Chợ Nhỏ,"267/2 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM",00:00 - 00:00,10.000 - 20.000,Quận 9,10000,20000,15000.0
1384,K12 - Bánh Tráng Nướng,"261A Nam Hòa, P. Phước Long A, Quận 9, TP. HCM",00:00 - 00:00,15.000 - 25.000,Quận 9,15000,25000,20000.0
1385,Bếp Nhà Chang - Bánh Mì Pate Xíu Mại,"46/6/2 Đường Số 5, P. Tân Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,25.000 - 50.000,Quận 9,25000,50000,37500.0
1386,Sữa Chua Trân Châu Hạ Long Quảng Ninh - Đường Số 1,"TM13, Block C - Chung Cư 9 View, Đường Số 1, P. Phước Long B, Quận 9, TP. HCM",00:00 - 00:00,20.000 - 45.000,Quận 9,20000,45000,32500.0
1387,"Hùng Béo - Hủ Tiếu, Mì Xào & Cơm Trưa - Ngô Quyền","5A Ngô Quyền, Khu Phố 2, P. Hiệp Phú, Quận 9, TP. HCM",00:00 - 00:00,25.000 - 35.000,Quận 9,25000,35000,30000.0
1388,Phúc Lộc Thọ - Cơm Chiên Gà Xối Mỡ,"39 Lê Lợi, P. Hiệp Phú, Quận 9, TP. HCM",00:00 - 00:00,20.000 - 40.000,Quận 9,20000,40000,30000.0
1389,TaKu - Hamburger & Cơm Văn Phòng - Bưng Ông Thoàn,"306 Bưng Ông Thoàn, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",00:00 - 00:00,7.000 - 61.000,Quận 9,7000,61000,34000.0
1390,Ốc Đại - Dương Đình Hội,"215 Dương Đình Hội, P. Phước Long B, Quận 9, TP. HCM",00:00 - 00:00,40.000 - 50.000,Quận 9,40000,50000,45000.0
1391,Cơm Gà Xối Nước Mắm Song Anh - Đường D3,"10 Đường D3, KDC Kiến Á, P. Phước Long B, Quận 9, TP. HCM",07:00 - 13:00,10.000 - 500.000,Quận 9,10000,500000,255000.0
